siruta
siruta;sirsup;localitate;superior;tip;med;denloc;densup;tipsup;regiune;codp;jud;mnemonic
17520;17496;"Ciocănăi";"Moşoaia";23;3;CIOCANAI;MOSOAIA;3;3;117507;3;AG
17539;17496;"Dealu Viilor";"Moşoaia";23;3;"DEALU VIILOR";MOSOAIA;3;3;117508;3;AG
17548;17496;"Hinţeşti";"Moşoaia";23;3;HINTESTI;MOSOAIA;3;3;117509;3;AG
17557;17496;"Lăzăreşti";"Moşoaia";23;3;LAZARESTI;MOSOAIA;3;3;117511;3;AG
17566;17496;Smeura;"Moşoaia";23;3;SMEURA;MOSOAIA;3;3;117512;3;AG
17584;17575;"Mozăceni";"Mozăceni";22;3;MOZACENI;MOZACENI;3;3;117515;3;AG
17593;17575;Babaroaga;"Mozăceni";23;3;BABAROAGA;MOZACENI;3;3;117516;3;AG
17600;17575;Zidurile;"Mozăceni";23;3;ZIDURILE;MOZACENI;3;3;117517;3;AG
17628;17619;"Vâlsăneşti";"Muşăteşti";22;3;VALSANESTI;MUSATESTI;3;3;117531;3;AG
17637;17619;"Bolovăneşti";"Muşăteşti";23;3;BOLOVANESTI;MUSATESTI;3;3;117521;3;AG
17646;17619;"Costeşti-Vâslan";"Muşăteşti";23;3;COSTESTI-VASLAN;MUSATESTI;3;3;117522;3;AG
17655;17619;"Musăţeşti";"Muşăteşti";23;3;MUSATESTI;MUSATESTI;3;3;117520;3;AG
17664;17619;Prosia;"Muşăteşti";23;3;PROSIA;MUSATESTI;3;3;117523;3;AG
17673;17619;Robaia;"Muşăteşti";23;3;ROBAIA;MUSATESTI;3;3;117524;3;AG
17682;17619;"Stroeşti";"Muşăteşti";23;3;STROESTI;MUSATESTI;3;3;117526;3;AG
17691;17619;"Valea Faurului";"Muşăteşti";23;3;"VALEA FAURULUI";MUSATESTI;3;3;117527;3;AG
17708;17619;"Valea lui Maş";"Muşăteşti";23;3;"VALEA LUI MAS";MUSATESTI;3;3;117529;3;AG
17717;17619;"Valea Muscelului";"Muşăteşti";23;3;"VALEA MUSCELULUI";MUSATESTI;3;3;117528;3;AG
17735;17726;"Negraşi";"Negraşi";22;3;NEGRASI;NEGRASI;3;3;117535;3;AG
17744;17726;Bârlogu;"Negraşi";23;3;BARLOGU;NEGRASI;3;3;117536;3;AG
17753;17726;Buta;"Negraşi";23;3;BUTA;NEGRASI;3;3;117537;3;AG
17762;17726;Mozacu;"Negraşi";23;3;MOZACU;NEGRASI;3;3;117538;3;AG
17780;17771;"Nucşoara";"Nucşoara";22;3;NUCSOARA;NUCSOARA;3;3;117540;3;AG
17799;17771;Gruiu;"Nucşoara";23;3;GRUIU;NUCSOARA;3;3;117541;3;AG
17806;17771;"Sboghiţeşti";"Nucşoara";23;3;SBOGHITESTI;NUCSOARA;3;3;117542;3;AG
17815;17771;Slatina;"Nucşoara";23;3;SLATINA;NUCSOARA;3;3;117543;3;AG
17842;17824;"Ceauşeşti";Oarja;23;3;CEAUSESTI;OARJA;3;3;117546;3;AG
17860;17851;"Pietroşani";"Pietroşani";22;3;PIETROSANI;PIETROSANI;3;3;117550;3;AG
17879;17851;"Bădeşti";"Pietroşani";23;3;BADESTI;PIETROSANI;3;3;117551;3;AG
17888;17851;"Găneşti";"Pietroşani";23;3;GANESTI;PIETROSANI;3;3;117552;3;AG
17897;17851;"Retevoieşti";"Pietroşani";23;3;RETEVOIESTI;PIETROSANI;3;3;117553;3;AG
17904;17851;"Vărzăroaia";"Pietroşani";23;3;VARZAROAIA;PIETROSANI;3;3;117554;3;AG
18037;18028;"Poiana Lacului";"Poiana Lacului";22;3;"POIANA LACULUI";"POIANA LACULUI";3;3;117555;3;AG
18046;18028;"Cătunaşi";"Poiana Lacului";23;3;CATUNASI;"POIANA LACULUI";3;3;117556;3;AG
18055;18028;Cepari;"Poiana Lacului";23;3;CEPARI;"POIANA LACULUI";3;3;117557;3;AG
18064;18028;"Dealu Oraşului";"Poiana Lacului";23;3;"DEALU ORASULUI";"POIANA LACULUI";3;3;117558;3;AG
18073;18028;"Dealu Viilor";"Poiana Lacului";23;3;"DEALU VIILOR";"POIANA LACULUI";3;3;117559;3;AG
18082;18028;"Dinculeşti";"Poiana Lacului";23;3;DINCULESTI;"POIANA LACULUI";3;3;117561;3;AG
18117;18028;"Gâlceşti";"Poiana Lacului";23;3;GALCESTI;"POIANA LACULUI";3;3;117564;3;AG
18091;18028;"Găleţeanu";"Poiana Lacului";23;3;GALETEANU;"POIANA LACULUI";3;3;117562;3;AG
18108;18028;"Gărdineşti";"Poiana Lacului";23;3;GARDINESTI;"POIANA LACULUI";3;3;117563;3;AG
18126;18028;Metofu;"Poiana Lacului";23;3;METOFU;"POIANA LACULUI";3;3;117566;3;AG
18135;18028;"Păduroiu din Deal";"Poiana Lacului";23;3;"PADUROIU DIN DEAL";"POIANA LACULUI";3;3;117567;3;AG
18144;18028;"Păduroiu din Vale";"Poiana Lacului";23;3;"PADUROIU DIN VALE";"POIANA LACULUI";3;3;117568;3;AG
18153;18028;"Sămara";"Poiana Lacului";23;3;SAMARA;"POIANA LACULUI";3;3;117569;3;AG
17922;17913;Poienari;"Poienarii de Argeş";22;3;POIENARI;"POIENARII DE ARGES";3;3;117578;3;AG
17931;17913;"Ceaureşti";"Poienarii de Argeş";23;3;CEAURESTI;"POIENARII DE ARGES";3;3;117576;3;AG
17940;17913;"Ioaniceşti";"Poienarii de Argeş";23;3;IOANICESTI;"POIENARII DE ARGES";3;3;117577;3;AG
17959;17913;"Tomuleşti";"Poienarii de Argeş";23;3;TOMULESTI;"POIENARII DE ARGES";3;3;117579;3;AG
17977;17968;Poienari;"Poienarii de Muscel";22;3;POIENARI;"POIENARII DE MUSCEL";3;3;117583;3;AG
17986;17968;"Groşani";"Poienarii de Muscel";23;3;GROSANI;"POIENARII DE MUSCEL";3;3;117581;3;AG
17995;17968;Jugur;"Poienarii de Muscel";23;3;JUGUR;"POIENARII DE MUSCEL";3;3;117582;3;AG
18000;17968;"Şerbăneşti";"Poienarii de Muscel";23;3;SERBANESTI;"POIENARII DE MUSCEL";3;3;117584;3;AG
18019;17968;"Valea Îndărăt";"Poienarii de Muscel";23;3;"VALEA INDARAT";"POIENARII DE MUSCEL";3;3;117586;3;AG
18171;18162;"Popeşti";"Popeşti";22;3;POPESTI;POPESTI;3;3;117590;3;AG
18180;20048;"Adunaţi";Râca;23;3;ADUNATI;RACA;3;3;117591;3;AG
18199;20048;Bucov;Râca;23;3;BUCOV;RACA;3;3;117592;3;AG
18206;18162;Palanga;"Popeşti";23;3;PALANGA;POPESTI;3;3;117593;3;AG
18215;18162;"Purcăreni";"Popeşti";23;3;PURCARENI;POPESTI;3;3;117594;3;AG
18224;20048;Râca;Râca;22;3;RACA;RACA;3;3;117596;3;AG
18233;18162;Slobozia;"Popeşti";23;3;SLOBOZIA;POPESTI;3;3;117597;3;AG
18251;18242;Priboieni;Priboieni;22;3;PRIBOIENI;PRIBOIENI;3;3;117600;3;AG
18260;18242;Albotele;Priboieni;23;3;ALBOTELE;PRIBOIENI;3;3;117601;3;AG
18279;18242;"Paraschiveşti";Priboieni;23;3;PARASCHIVESTI;PRIBOIENI;3;3;117602;3;AG
18297;18242;Pitoi;Priboieni;23;3;PITOI;PRIBOIENI;3;3;117603;3;AG
18288;18242;"Sămăila";Priboieni;23;3;SAMAILA;PRIBOIENI;3;3;117604;3;AG
18304;18242;"Valea Mare";Priboieni;23;3;"VALEA MARE";PRIBOIENI;3;3;117606;3;AG
18313;18242;"Valea Nenii";Priboieni;23;3;"VALEA NENII";PRIBOIENI;3;3;117607;3;AG
18322;18242;"Valea Popii";Priboieni;23;3;"VALEA POPII";PRIBOIENI;3;3;117608;3;AG
18340;18331;"Răteşti";"Răteşti";22;3;RATESTI;RATESTI;3;3;117610;3;AG
18359;18331;"Ciupa-Mănciulescu";"Răteşti";23;3;CIUPA-MANCIULESCU;RATESTI;3;3;117611;3;AG
18368;18331;"Furdueşti";"Răteşti";23;3;FURDUESTI;RATESTI;3;3;117612;3;AG
18377;18331;Mavrodolu;"Răteşti";23;3;MAVRODOLU;RATESTI;3;3;117613;3;AG
18395;18331;"Pătuleni";"Răteşti";23;3;PATULENI;RATESTI;3;3;117616;3;AG
18402;18331;Tigveni;"Răteşti";23;3;TIGVENI;RATESTI;3;3;117617;3;AG
18439;18411;"Deagu de Jos";Recea;23;3;"DEAGU DE JOS";RECEA;3;3;117621;3;AG
18448;18411;"Deagu de Sus";Recea;23;3;"DEAGU DE SUS";RECEA;3;3;117622;3;AG
18457;18411;Goleasca;Recea;23;3;GOLEASCA;RECEA;3;3;117623;3;AG
18466;18411;Orodel;Recea;23;3;ORODEL;RECEA;3;3;117624;3;AG
18484;18475;Rociu;Rociu;22;3;ROCIU;ROCIU;3;3;117625;3;AG
18493;18475;"Gliganu de Jos";Rociu;23;3;"GLIGANU DE JOS";ROCIU;3;3;117626;3;AG
18509;18475;"Gliganu de Sus";Rociu;23;3;"GLIGANU DE SUS";ROCIU;3;3;117627;3;AG
18518;18475;"Şerbăneşti";Rociu;23;3;SERBANESTI;ROCIU;3;3;117628;3;AG
18536;18527;"Rucăr";"Rucăr";22;3;RUCAR;RUCAR;3;3;117630;3;AG
18545;18527;"Sătic";"Rucăr";23;3;SATIC;RUCAR;3;3;117631;3;AG
18563;18554;"Sălătrucu";"Sălătrucu";22;3;SALATRUCU;SALATRUCU;3;3;117635;3;AG
18572;18554;"Văleni";"Sălătrucu";23;3;VALENI;SALATRUCU;3;3;117636;3;AG
18590;18581;"Mârţeşti";"Săpata";22;3;MARTESTI;SAPATA;3;3;117647;3;AG
18607;18581;"Bănăreşti";"Săpata";23;3;BANARESTI;SAPATA;3;3;117641;3;AG
18616;18581;"Dealu Bradului";"Săpata";23;3;"DEALU BRADULUI";SAPATA;3;3;117642;3;AG
18625;18581;"Drăghiceşti";"Săpata";23;3;DRAGHICESTI;SAPATA;3;3;117643;3;AG
18634;18581;"Găinuşa";"Săpata";23;3;GAINUSA;SAPATA;3;3;117644;3;AG
18643;18581;Lipia;"Săpata";23;3;LIPIA;SAPATA;3;3;117646;3;AG
18652;18581;"Popeşti";"Săpata";23;3;POPESTI;SAPATA;3;3;117648;3;AG
18661;18581;"Turceşti";"Săpata";23;3;TURCESTI;SAPATA;3;3;117649;3;AG
18689;18670;"Schitu Goleşti";"Schitu Goleşti";22;3;"SCHITU GOLESTI";"SCHITU GOLESTI";3;3;117650;3;AG
18698;18670;"Burneşti";"Schitu Goleşti";23;3;BURNESTI;"SCHITU GOLESTI";3;3;117651;3;AG
18705;18670;"Costiţă";"Schitu Goleşti";23;3;COSTITA;"SCHITU GOLESTI";3;3;117652;3;AG
18714;18670;"Lăzăreşti";"Schitu Goleşti";23;3;LAZARESTI;"SCHITU GOLESTI";3;3;117653;3;AG
18723;18670;Loturi;"Schitu Goleşti";23;3;LOTURI;"SCHITU GOLESTI";3;3;117654;3;AG
18732;18670;"Valea Pechii";"Schitu Goleşti";23;3;"VALEA PECHII";"SCHITU GOLESTI";3;3;117656;3;AG
18750;18741;Slobozia;Slobozia;22;3;SLOBOZIA;SLOBOZIA;3;3;117660;3;AG
18769;18741;"Nigrişoara";Slobozia;23;3;NIGRISOARA;SLOBOZIA;3;3;117661;3;AG
18787;18778;Stâlpeni;Stâlpeni;22;3;STALPENI;STALPENI;3;3;117665;3;AG
18796;18778;"Dealu Frumos";Stâlpeni;23;3;"DEALU FRUMOS";STALPENI;3;3;117666;3;AG
18803;18778;Livezeni;Stâlpeni;23;3;LIVEZENI;STALPENI;3;3;117667;3;AG
18812;18778;Ogrezea;Stâlpeni;23;3;OGREZEA;STALPENI;3;3;117668;3;AG
18821;18778;"Opreşti";Stâlpeni;23;3;OPRESTI;STALPENI;3;3;117669;3;AG
18830;18778;"Piţigaia";Stâlpeni;23;3;PITIGAIA;STALPENI;3;3;117671;3;AG
18849;18778;"Rădeşti";Stâlpeni;23;3;RADESTI;STALPENI;3;3;117672;3;AG
19551;19392;"Săliştea";Uda;23;3;SALISTEA;UDA;3;3;117773;3;AG
19123;19114;"Ştefan cel Mare";"Ştefan cel Mare";22;3;"STEFAN CEL MARE";"STEFAN CEL MARE";3;3;117710;3;AG
19132;19114;Glavacioc;"Ştefan cel Mare";23;3;GLAVACIOC;"STEFAN CEL MARE";3;3;117711;3;AG
13409;13392;"Ştefăneşti";"Oraş Ştefăneşti";17;1;STEFANESTI;"ORAS STEFANESTI";2;3;117715;3;AG
13418;13392;"Enculeşti";"Oraş Ştefăneşti";19;1;ENCULESTI;"ORAS STEFANESTI";2;3;117716;3;AG
13427;13392;"Goleşti";"Oraş Ştefăneşti";19;1;GOLESTI;"ORAS STEFANESTI";2;3;117717;3;AG
13436;13392;Izvorani;"Oraş Ştefăneşti";19;1;IZVORANI;"ORAS STEFANESTI";2;3;117718;3;AG
13445;13392;"Ştefăneştii Noi";"Oraş Ştefăneşti";19;1;"STEFANESTII NOI";"ORAS STEFANESTI";2;3;117719;3;AG
13454;13392;"Valea Mare-Podgoria";"Oraş Ştefăneşti";19;1;"VALEA MARE-PODGORIA";"ORAS STEFANESTI";2;3;117721;3;AG
13463;13392;"Viişoara";"Oraş Ştefăneşti";19;1;VIISOARA;"ORAS STEFANESTI";2;3;117722;3;AG
13472;13392;"Zăvoi";"Oraş Ştefăneşti";19;1;ZAVOI;"ORAS STEFANESTI";2;3;117723;3;AG
18867;18858;"Stoeneşti";"Stoeneşti";22;3;STOENESTI;STOENESTI;3;3;117675;3;AG
18876;18858;"Bădeni";"Stoeneşti";23;3;BADENI;STOENESTI;3;3;117676;3;AG
18885;18858;"Coteneşti";"Stoeneşti";23;3;COTENESTI;STOENESTI;3;3;117677;3;AG
18894;18858;"Lunca Gârtii";"Stoeneşti";23;3;"LUNCA GIRTII";STOENESTI;3;3;117678;3;AG
18901;18858;Piatra;"Stoeneşti";23;3;PIATRA;STOENESTI;3;3;117679;3;AG
18910;18858;Slobozia;"Stoeneşti";23;3;SLOBOZIA;STOENESTI;3;3;117681;3;AG
18929;18858;"Valea Bădenilor";"Stoeneşti";23;3;"VALEA BADENILOR";STOENESTI;3;3;117682;3;AG
18947;18938;Stolnici;Stolnici;22;3;STOLNICI;STOLNICI;3;3;117685;3;AG
18956;18938;"Cochineşti";Stolnici;23;3;COCHINESTI;STOLNICI;3;3;117686;3;AG
18965;18938;Cotmeana;Stolnici;23;3;COTMEANA;STOLNICI;3;3;117687;3;AG
18974;18938;Fâlfani;Stolnici;23;3;FALFANI;STOLNICI;3;3;117688;3;AG
18983;18938;"Izbăşeşti";Stolnici;23;3;IZBASESTI;STOLNICI;3;3;117689;3;AG
18992;18938;"Vlăşcuţa";Stolnici;23;3;VLASCUTA;STOLNICI;3;3;117691;3;AG
19150;19141;"Şuici";"Şuici";22;3;SUICI;SUICI;3;3;117725;3;AG
19169;19141;"Ianculeşti";"Şuici";23;3;IANCULESTI;SUICI;3;3;117726;3;AG
19178;19141;Paltenu;"Şuici";23;3;PALTENU;SUICI;3;3;117727;3;AG
19187;19141;"Păuleni";"Şuici";23;3;PAULENI;SUICI;3;3;117728;3;AG
19196;19141;Rudeni;"Şuici";23;3;RUDENI;SUICI;3;3;117729;3;AG
88056;88047;"Băcia";"Băcia";22;3;BACIA;BACIA;3;5;337040;20;HD
19203;19141;"Valea Calului";"Şuici";23;3;"VALEA CALULUI";SUICI;3;3;117731;3;AG
19016;19007;Suseni;Suseni;22;3;SUSENI;SUSENI;3;3;117695;3;AG
19025;19007;"Burdeşti";Suseni;23;3;BURDESTI;SUSENI;3;3;117696;3;AG
19034;19007;"Cerşani";Suseni;23;3;CERSANI;SUSENI;3;3;117697;3;AG
19043;19007;"Chiriţeşti";Suseni;23;3;CHIRITESTI;SUSENI;3;3;117698;3;AG
